1662303727;3468;12;E
1662303728;3469;5;E
1662303729;3469;12;S
1662303730;3468;1;S
1662303731;3464;6;E
1662303732;3469;4;E
1662303733;3469;5;S
1662303734;3469;8;E
1662303735;3469;6;S
1662303736;3456;4;E
1662303737;3463;12;E
1662303738;3463;12;S
1662303739;3456;4;S
1662303740;3456;8;E
1662303741;3463;12;E
1662303742;3467;4;E
1662303743;3468;6;E
1662303744;3462;4;E
1662303745;3462;8;S
1662303746;3468;6;S
1662303747;3456;12;S
1662303748;3467;4;S
1662303749;3463;4;S
1662303750;3464;4;S
1662303751;3456;4;E
1662303752;3456;12;S
1662303753;3459;6;E
1662303754;3459;4;S
1662303755;3465;5;E
1662303756;3466;1;E
1662303757;3466;8;S
1662303758;3464;1;E
1662303759;3462;8;E
1662303760;3463;6;E
1662303761;3467;8;E
1662303762;3467;4;S
1662303763;3469;1;E
1662303764;3468;8;E
1662303765;3460;4;E
1662303766;3458;12;E
1662303767;3458;1;S
1662303768;3460;4;S
1662303769;3464;4;S
1662303770;3460;8;E
1662303771;3465;4;S
1662303772;3460;8;S
1662303773;3467;6;E
1662303774;3467;12;S
1662303775;3469;1;S
1662303776;3468;12;S
1662303777;3463;12;S
1662303778;3462;12;S
1662303779;3463;1;E
1662303780;3468;1;E
1662303781;3468;4;S
1662303782;3463;12;S
1662303783;3465;8;E
1662303784;3465;1;S
1662303785;3456;5;E
1662303786;3456;1;S
1662303787;3467;6;E
1662303788;3467;8;S
1662303789;3467;5;E
1662303790;3460;4;E
1662303791;3460;8;S
1662303792;3467;4;S
1662303793;3466;1;E
1662303794;3468;6;E
1662303795;3468;4;S
1662303796;3466;6;S
1662303797;3464;1;E
1662303798;3463;6;E
1662303799;3463;6;S
1662303800;3464;4;S
1662303801;3469;1;E
1662303802;3458;4;E
1662303803;3465;5;E
1662303804;3465;12;S
1662303805;3467;6;E
1662303806;3464;4;E
1662303807;3466;8;E
1662303808;3466;8;S
1662303809;3456;12;E
1662303810;3464;6;S
1662303811;3456;6;S
1662303812;3467;5;S
1662303813;3458;1;S
1662303814;3469;8;S
1662303815;3461;5;E
1662303816;3457;12;E
1662303817;3457;6;S
1662303818;3456;1;E
1662303819;3456;6;S
1662303820;3461;4;S
1662303821;3457;12;E
1662303822;3459;12;E
1662303823;3459;6;S
1662303824;3457;5;S
1662303825;3466;6;E
1662303826;3469;4;E
1662303827;3469;5;S
1662303828;3466;6;S
1662303829;3461;4;E
1662303830;3461;4;S
1662303831;3469;8;E
1662303832;3460;5;E
1662303833;3460;5;S
1662303834;3468;8;E
1662303835;3465;8;E
1662303836;3465;12;S
1662303837;3468;8;S
1662303838;3458;6;E
1662303839;3460;8;E
1662303840;3468;1;E
1662303841;3468;12;S
1662303842;3460;8;S
1662303843;3468;1;E
1662303844;3468;5;S
1662303845;3459;5;E
1662303846;3456;5;E
1662303847;3456;4;S
1662303848;3459;12;S
1662303849;3461;1;E
1662303850;3460;12;E
1662303851;3460;1;S
1662303852;3465;1;E
1662303853;3465;6;S
1662303854;3467;1;E
1662303855;3469;12;S
1662303856;3468;12;E
1662303857;3466;6;E
1662303858;3467;12;S
1662303859;3466;6;S
1662303860;3468;4;S
1662303861;3461;6;S
1662303862;3458;5;S
1662303863;3465;4;E
1662303864;3456;12;E
1662303865;3456;5;S
1662303866;3465;6;S
1662303867;3462;6;E
1662303868;3462;12;S
1662303869;3467;6;E
1662303870;3456;1;E
1662303871;3456;12;S
1662303872;3467;1;S
1662303873;3468;1;E
1662303874;3469;5;E
1662303875;3469;12;S
1662303876;3467;1;E
1662303877;3467;5;S
1662303878;3468;4;S
1662303879;3469;4;E
1662303880;3469;5;S
1662303881;3466;8;E
1662303882;3466;1;S
1662303883;3464;12;E
1662303884;3458;6;E
1662303885;3467;4;E
1662303886;3467;1;S
1662303887;3458;8;S
1662303888;3464;4;S
1662303889;3469;4;E
1662303890;3469;6;S
1662303891;3466;4;E
1662303892;3460;12;E
1662303893;3460;12;S
1662303894;3466;1;S
1662303895;3467;6;E
1662303896;3467;8;S
1662303897;3464;4;E
1662303898;3464;1;S
1662303899;3458;6;E
1662303900;3458;1;S
1662303901;3456;8;E
1662303902;3467;1;E
1662303903;3457;12;E
1662303904;3465;4;E
1662303905;3465;8;S
1662303906;3457;5;S
1662303907;3467;6;S
1662303908;3457;8;E
1662303909;3461;4;E
1662303910;3461;5;S
1662303911;3457;6;S
1662303912;3457;5;E
1662303913;3469;4;E
1662303914;3469;1;S
1662303915;3457;5;S
1662303916;3456;1;S
1662303917;3458;6;E
1662303918;3458;8;S
1662303919;3469;1;E
1662303920;3469;1;S
1662303921;3457;12;E
1662303922;3457;1;S
1662303923;3463;12;E
1662303924;3464;8;E
1662303925;3463;6;S
1662303926;3468;6;E
1662303927;3468;5;S
1662303928;3467;6;E
1662303929;3467;8;S
1662303930;3462;1;E
1662303931;3462;1;S
1662303932;3464;6;S
1662303933;3464;1;E
1662303934;3464;5;S
1662303935;3462;6;E
1662303936;3462;4;S
1662303937;3464;6;E
1662303938;3464;1;S
1662303939;3460;1;E
1662303940;3460;8;S
1662303941;3465;12;E
1662303942;3465;4;S
1662303943;3463;12;E
1662303944;3463;6;S
1662303945;3466;1;E
1662303946;3466;12;S
1662303947;3468;6;E
1662303948;3466;8;E
1662303949;3463;12;E
1662303950;3463;8;S
1662303951;3459;4;E
1662303952;3459;1;S
1662303953;3460;6;E
1662303954;3466;4;S
1662303955;3456;12;E
1662303956;3456;12;S
1662303957;3460;5;S
1662303958;3464;8;E
1662303959;3462;4;E
1662303960;3463;8;E
1662303961;3463;1;S
1662303962;3459;1;E
1662303963;3459;4;S
1662303964;3457;12;E
1662303965;3461;4;E
1662303966;3459;12;E
1662303967;3460;12;E
1662303968;3465;8;E
1662303969;3469;5;E
1662303970;3459;8;S
1662303971;3469;8;S
1662303972;3465;4;S
1662303973;3460;4;S
1662303974;3461;8;S
1662303975;3457;4;S
1662303976;3463;12;E
1662303977;3457;4;E
1662303978;3457;4;S
1662303979;3461;8;E
1662303980;3463;4;S
1662303981;3461;1;S
1662303982;3462;1;S
1662303983;3458;12;E
1662303984;3458;12;S
1662303985;3458;12;E
1662303986;3458;6;S
1662303987;3464;6;S
1662303988;3465;1;E
1662303989;3465;12;S
1662303990;3468;5;S
1662303991;3461;4;E
1662303992;3461;12;S
1662303993;3465;4;E
1662303994;3465;12;S
1662303995;3463;1;E
1662303996;3463;8;S
1662303997;3469;4;E
1662303998;3469;8;S
1662303999;3467;12;E
1662304000;3467;1;S
1662304001;3466;12;E
1662304002;3466;4;S
1662304003;3461;1;E
1662304004;3461;8;S
1662304005;3460;1;E
1662304006;3467;8;E
1662304007;3469;6;E
1662304008;3462;12;E
1662304009;3457;12;E
1662304010;3457;5;S
1662304011;3462;4;S
1662304012;3466;1;E
1662304013;3461;8;E
1662304014;3467;1;S
1662304015;3464;1;E
1662304016;3464;4;S
1662304017;3460;6;S
1662304018;3461;5;S
1662304019;3458;12;E
1662304020;3462;8;E
1662304021;3469;1;S
1662304022;3462;1;S
1662304023;3458;4;S
1662304024;3466;8;S
1662304025;3462;8;E
